METAPHORS,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,SUM,AVERAGE,VARIANCE,
gonfler,2,0,1,0,0,3,1,0,1,0,5,1,6,6,0,0,1,2,1,0,2,0,3,1,0,6,4,2,1,4,1,0,0,7,0,3,7,3,0,1,0,6,0,2,1,0,0,5,1,3,0,0,0,0,6,0,3,0,0,0,7,0,1,0,2,0,1,4,4,3,0,4,0,0,0,0,0,1,0,3,0,0,2,0,5,0,0,3,0,4,0,3,0,149,1.602150538,4.263908368,
entêté,0,2,1,2,0,4,0,0,2,0,4,1,1,7,0,0,1,2,1,0,5,0,3,5,1,0,2,6,1,1,0,0,8,7,5,0,1,1,6,1,0,6,0,0,0,3,1,3,0,1,0,1,0,0,1,0,3,0,0,0,3,1,2,8,0,1,2,3,5,3,2,0,0,0,4,0,0,1,0,3,4,0,3,0,2,0,0,0,0,0,3,0,0,150,1.612903226,4.348527349,
poids,4,3,4,0,0,6,0,0,1,0,0,1,5,2,0,0,3,0,1,0,3,0,4,4,0,5,2,1,3,3,3,0,0,0,6,0,1,4,2,0,0,4,2,8,5,2,0,2,1,5,0,0,0,0,1,0,3,0,0,0,3,0,0,1,3,0,2,4,6,5,0,3,0,0,2,8,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,150,1.612903226,4.174614306,
s’alourdir,1,2,0,1,3,0,0,2,2,0,2,7,0,1,2,0,0,3,0,2,0,3,2,4,5,2,2,1,4,4,0,2,0,1,1,5,1,0,2,0,0,4,0,0,6,0,1,1,3,1,0,0,0,0,6,1,1,0,0,6,0,0,1,6,1,0,2,4,5,5,0,2,0,0,0,0,0,1,4,6,0,0,3,4,0,0,1,2,3,2,0,2,0,151,1.623655914,3.585086489,
appui,3,2,0,1,4,2,2,1,2,0,1,2,0,5,6,2,0,1,0,4,0,3,2,4,0,7,1,3,2,0,0,0,4,0,0,0,5,2,2,0,0,4,1,6,2,2,2,2,1,1,0,0,0,0,2,2,1,0,2,3,0,0,1,6,4,0,0,5,2,3,6,3,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,153,1.64516129,3.73141655,
couler,1,0,3,0,0,5,0,0,1,0,0,2,1,2,0,5,8,3,1,0,2,0,3,1,0,7,3,6,1,4,0,0,0,0,0,3,7,1,3,1,0,6,0,7,0,2,0,3,1,3,0,0,1,0,4,3,5,0,0,0,6,0,2,1,2,0,1,4,6,2,0,1,0,0,4,0,0,3,0,0,0,0,4,0,0,1,1,0,0,4,0,2,0,153,1.64516129,4.470546985,
danger,0,3,0,1,3,2,0,1,4,1,1,6,0,6,1,0,0,1,5,1,0,0,1,2,5,2,3,1,3,0,0,0,0,7,0,0,5,5,4,1,1,0,5,6,7,0,0,7,2,0,0,0,0,0,0,2,5,1,0,6,0,1,2,0,7,0,2,4,1,4,0,0,0,0,4,0,0,1,0,0,4,0,3,0,0,0,0,1,0,1,0,0,1,153,1.64516129,4.622720898,
froid,2,1,0,0,4,6,0,2,0,0,3,5,0,5,2,0,1,2,6,3,0,3,2,4,7,2,5,1,1,1,0,0,0,7,0,2,1,3,4,0,0,1,1,0,3,0,0,5,1,1,0,0,0,3,0,1,3,0,0,2,0,0,2,0,1,0,1,2,1,4,0,1,0,0,5,0,4,5,0,0,5,0,3,1,0,2,0,3,0,3,0,4,0,153,1.64516129,3.687938289,
monotone,0,1,1,4,0,4,1,2,1,0,2,0,1,2,1,2,0,0,1,2,1,0,2,1,6,4,3,2,1,2,6,2,4,0,1,1,1,1,4,1,0,1,4,4,5,3,0,7,2,0,0,0,1,1,2,6,1,0,0,0,1,4,3,0,0,3,1,0,8,2,0,0,0,1,5,0,0,0,3,0,2,0,2,0,3,0,3,4,0,3,0,1,0,154,1.655913978,3.380317906,
nager,0,3,0,2,6,1,0,1,0,0,1,5,0,5,6,2,0,2,0,2,0,3,7,2,0,2,5,1,0,1,0,0,3,0,5,0,3,2,0,2,1,7,0,4,1,0,2,0,2,0,0,0,1,0,0,5,3,1,0,5,1,0,1,0,0,0,5,5,3,6,7,0,0,0,3,0,7,2,0,2,0,0,3,0,0,0,0,3,0,1,0,0,1,154,1.655913978,4.423796166,
prémonition,1,5,4,0,4,3,2,4,1,1,2,2,1,2,0,0,1,3,1,4,4,0,3,2,0,3,4,1,2,6,1,0,0,7,3,0,2,2,2,1,0,7,0,4,1,0,5,0,1,1,0,0,0,0,3,0,0,0,2,4,4,0,0,6,0,4,4,3,1,5,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,2,1,0,154,1.655913978,3.641187471,
se recroqueviller,5,1,0,1,5,2,0,5,2,1,1,1,0,4,5,6,0,0,0,2,0,1,3,2,0,2,3,1,3,6,0,0,0,8,1,0,1,2,4,0,2,4,2,0,5,0,0,1,2,2,0,0,2,0,0,3,0,2,1,5,0,0,0,5,2,0,1,3,1,3,1,3,3,0,0,0,0,0,0,0,3,4,1,3,2,0,1,5,3,0,0,1,0,154,1.655913978,3.445535297,
entrechats (pas de danse classique),1,6,4,0,0,6,2,4,1,0,1,1,5,6,8,1,0,1,5,3,2,0,5,1,0,3,5,2,4,4,3,0,0,0,4,0,1,2,4,0,0,0,1,4,8,0,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0,4,2,0,1,2,1,2,8,2,0,5,4,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,0,0,0,0,0,156,1.677419355,4.699158485,
glauque,0,2,0,1,2,0,2,1,0,1,4,6,0,6,0,2,0,1,6,6,0,6,1,3,0,1,3,1,2,6,0,0,2,6,0,5,1,0,2,0,1,1,2,2,6,1,2,7,5,2,0,0,0,1,0,2,0,3,0,5,0,0,0,0,1,0,1,5,3,3,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,6,0,0,7,156,1.677419355,4.43828892,
accablé,0,1,4,3,0,5,4,0,2,3,1,1,1,5,0,0,0,0,2,0,2,0,2,2,0,5,6,3,1,2,3,1,6,0,0,0,5,2,1,0,0,1,1,4,4,5,0,3,1,0,0,2,0,1,3,0,2,2,0,1,6,0,3,0,3,0,1,3,2,3,3,0,6,0,1,0,0,2,0,0,4,0,3,0,5,0,0,4,0,4,0,2,0,158,1.698924731,3.386629266,
balancier d'horloge,2,6,0,0,2,0,0,1,0,0,1,5,0,3,0,5,2,0,0,1,0,6,1,4,1,6,5,3,4,2,0,0,5,0,2,0,2,0,5,0,2,1,1,0,7,4,2,6,1,0,0,0,1,0,0,1,0,0,2,5,0,0,4,0,0,0,2,5,2,5,3,0,0,0,0,8,0,1,0,0,0,4,4,3,1,0,0,2,0,7,0,1,1,160,1.720430108,4.616643291,
surplombant,1,5,0,0,2,6,0,1,0,0,3,5,2,6,3,4,0,4,0,4,0,5,3,6,0,4,2,2,2,2,0,0,0,6,4,0,1,3,8,0,0,1,2,7,2,1,4,0,3,1,0,0,0,4,4,5,1,0,0,7,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,4,0,2,0,2,1,160,1.720430108,4.5514259,
tortueux,4,0,1,2,0,3,2,0,1,0,2,2,4,7,0,3,0,0,0,0,3,0,2,1,0,8,4,0,1,3,1,0,1,0,0,2,5,1,1,4,0,1,0,0,3,2,0,0,1,4,0,0,0,1,3,0,6,0,0,0,6,0,2,2,5,0,5,5,4,2,3,4,0,0,2,2,0,2,0,5,2,0,6,0,4,0,0,4,0,3,0,3,0,160,1.720430108,3.942730248,
se retourner,3,2,0,2,6,7,0,5,4,1,2,1,0,7,3,0,0,0,0,5,3,1,6,2,1,2,5,1,2,1,0,5,4,0,1,0,1,0,1,0,0,0,5,6,4,0,3,0,0,2,0,0,0,0,1,2,4,0,0,3,0,1,2,1,2,1,2,5,2,4,1,3,0,0,1,0,0,2,4,0,0,0,6,0,0,0,0,0,0,2,3,5,0,161,1.731182796,4.003038803,
feuilles (mortes) qui tombent,1,1,1,1,0,1,7,4,1,0,0,0,2,7,0,4,2,0,0,0,6,0,1,1,0,6,3,1,2,4,1,0,0,3,4,3,7,1,0,0,6,4,2,5,7,4,0,6,2,3,0,1,3,0,4,0,0,0,0,3,5,0,1,0,1,0,4,3,1,4,1,1,0,0,0,2,2,0,0,0,0,4,0,0,0,1,0,3,0,3,0,1,0,162,1.741935484,4.302244039,
sinueux,1,3,0,2,5,2,4,1,0,0,3,6,0,7,0,4,0,0,0,4,0,4,1,7,0,2,0,1,1,0,0,0,2,0,2,7,1,0,6,0,1,2,0,4,7,0,5,0,1,0,0,0,4,0,0,1,4,0,0,4,0,1,2,2,0,0,5,4,2,4,4,4,8,5,3,0,0,0,2,5,0,0,1,0,0,0,0,1,0,1,0,0,0,163,1.752688172,4.818606826,
vertige,0,1,0,2,2,1,0,1,0,1,0,4,2,7,0,1,0,0,3,1,0,0,2,5,7,4,5,1,3,4,0,1,5,1,2,5,1,2,0,0,0,4,2,6,3,1,0,5,1,0,0,0,0,0,0,4,5,0,0,6,0,0,1,0,0,0,5,6,1,3,4,2,0,6,2,0,5,1,3,0,0,0,1,3,2,0,0,3,0,0,0,3,1,163,1.752688172,4.144693782,
rivage,1,1,0,3,5,5,0,1,0,0,0,5,0,7,1,3,0,4,0,3,0,0,1,2,0,3,4,4,4,1,0,0,0,6,4,6,1,2,5,2,0,4,0,6,4,0,2,0,1,2,0,0,0,4,0,4,3,0,0,5,0,0,0,1,0,0,4,5,2,4,7,4,0,4,0,0,0,6,2,1,0,0,0,0,0,0,0,3,0,1,0,0,1,164,1.76344086,4.399953249,
taper,1,1,0,2,3,3,0,1,0,0,1,7,4,5,0,1,0,0,1,4,0,1,2,5,0,1,4,1,4,5,0,0,0,0,0,5,1,2,2,0,3,1,0,6,4,0,2,7,1,2,1,0,2,0,7,2,1,0,0,6,0,0,1,4,0,0,0,2,2,5,0,2,0,6,1,4,0,2,0,0,7,1,3,0,0,0,3,5,0,1,0,3,0,164,1.76344086,4.312996727,
roulement,2,3,0,3,6,5,0,1,0,3,1,8,1,5,0,0,0,1,4,4,0,3,3,3,0,4,0,1,4,4,0,2,4,0,5,0,4,2,2,0,2,4,2,6,0,0,3,7,1,7,0,0,0,0,0,1,0,0,7,3,0,0,1,2,1,0,2,3,1,4,5,1,0,0,0,0,6,0,1,0,0,0,3,0,0,0,0,1,1,1,0,1,0,165,1.774193548,4.437587658,
s'enfoncer (dans le sol),1,2,4,1,0,5,2,0,1,0,1,0,1,3,0,0,0,4,1,0,1,0,2,1,0,4,5,0,2,3,5,0,4,0,0,2,4,1,4,1,0,1,3,4,6,0,0,6,1,1,0,0,0,0,3,7,1,0,2,0,5,0,0,1,6,0,1,3,6,3,1,8,0,0,0,0,7,1,0,4,0,3,1,0,1,0,0,3,3,1,0,1,7,166,1.784946237,4.496727443,
perplexe,1,1,3,0,0,3,6,3,4,0,2,3,6,4,0,0,0,3,1,0,2,0,2,1,0,5,5,0,2,2,0,2,5,4,0,0,4,2,3,5,0,6,0,4,1,0,0,1,2,0,0,1,4,0,2,5,1,0,0,3,4,0,1,0,5,4,0,2,1,2,0,0,2,2,4,0,0,0,0,6,3,0,2,0,1,6,1,1,2,2,0,2,0,167,1.795698925,3.555633474,
timide,0,3,1,4,0,4,0,0,1,1,2,1,1,2,0,4,1,1,4,0,7,0,2,1,0,0,3,2,3,3,7,0,4,0,0,3,5,1,5,0,0,1,3,3,3,4,2,6,2,1,0,0,5,0,2,6,4,3,0,1,2,3,2,0,2,2,2,3,2,2,1,1,0,0,2,0,0,0,4,0,4,0,1,3,1,0,0,2,0,1,0,0,6,168,1.806451613,3.375175316,
s'entrecroiser,5,3,4,0,5,0,0,1,0,0,3,1,0,7,4,3,0,3,1,3,4,1,2,2,0,2,6,2,3,5,0,5,0,0,2,7,2,2,1,0,0,0,0,7,0,1,6,0,1,3,0,0,0,0,0,1,0,0,1,4,0,0,0,5,5,0,3,6,1,5,4,0,7,0,1,0,0,4,4,0,0,0,3,0,0,0,1,3,0,3,0,1,1,170,1.827956989,4.578775129,
brume,0,3,5,2,0,6,6,3,1,0,2,2,3,2,0,0,1,2,0,1,4,0,3,1,0,5,2,2,3,1,1,0,0,0,6,2,5,2,3,7,4,4,3,4,5,1,0,3,2,3,0,0,4,0,4,0,1,0,1,0,5,0,2,1,0,0,3,3,5,5,0,0,0,0,2,0,2,1,0,0,2,0,4,0,0,0,0,3,0,4,0,4,0,171,1.838709677,3.658485273,
mimer,3,5,4,3,5,7,7,3,5,0,0,3,1,4,0,0,1,1,1,0,3,0,6,2,1,1,1,5,3,0,6,1,1,0,7,3,1,2,1,0,0,3,0,4,0,1,0,1,1,3,0,0,0,0,1,7,5,0,0,0,4,0,2,0,0,2,2,3,5,7,0,1,5,0,1,0,0,1,0,0,0,0,3,3,0,4,1,0,0,1,2,1,0,171,1.838709677,4.4628331,
fébrilité,0,0,2,2,6,4,3,3,2,0,2,2,2,5,0,1,1,0,0,3,5,0,3,2,0,5,6,5,1,1,0,0,7,0,0,0,8,1,3,5,0,1,6,3,1,0,0,4,2,3,0,0,0,1,3,0,0,3,0,1,4,0,0,2,6,1,2,5,1,4,1,8,3,0,1,0,0,1,0,0,0,0,3,0,0,0,0,5,3,1,0,3,0,172,1.849462366,4.49883123,
félin,1,2,2,3,5,6,0,3,0,0,3,5,0,2,2,0,6,2,0,7,0,4,1,0,0,4,0,1,0,1,0,0,6,6,6,3,2,0,1,4,0,1,3,0,8,0,2,4,2,2,0,0,2,0,6,1,7,2,0,5,3,1,1,0,0,0,3,3,1,2,6,0,0,0,0,0,0,0,0,0,3,0,5,0,2,0,1,1,3,2,0,2,0,172,1.849462366,4.585787751,
brûler,0,0,2,3,2,2,0,0,1,0,4,0,8,6,0,0,0,2,2,4,5,0,3,2,0,4,5,1,1,1,1,0,1,6,0,3,8,2,5,8,0,6,1,3,3,1,0,0,4,3,0,0,0,0,4,0,5,0,0,0,4,0,1,8,1,0,1,6,1,4,0,1,3,0,0,3,0,0,0,2,0,0,0,0,3,0,1,4,0,5,0,4,0,174,1.870967742,5.113604488,
orient,2,4,5,0,0,8,8,0,1,0,3,0,6,0,0,0,3,0,5,0,5,0,5,1,0,5,2,6,2,1,1,0,0,0,6,0,0,6,3,0,0,0,3,4,6,0,0,2,1,4,0,0,2,0,1,6,0,3,0,0,3,0,2,3,1,2,5,4,8,4,0,4,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,174,1.870967742,5.591865358,
urgent,4,1,2,0,4,4,0,1,6,0,3,5,0,5,0,0,3,3,1,5,0,3,1,2,0,3,2,2,1,3,0,3,2,7,1,8,1,3,2,3,2,1,5,4,5,0,2,5,3,0,1,0,1,0,0,1,4,3,0,5,0,0,0,0,0,2,1,3,1,4,7,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,1,0,3,6,175,1.88172043,4.192379617,
éparpillement,5,3,0,1,5,1,0,3,7,0,3,2,0,6,2,0,0,1,0,2,0,1,5,4,0,3,5,3,3,1,0,5,5,5,0,6,1,2,6,0,5,6,0,7,0,0,0,7,1,1,0,0,0,0,3,5,0,3,4,3,0,0,1,0,0,0,3,3,2,5,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,1,3,0,175,1.88172043,4.714118747,
escalader une montagne,2,6,0,3,6,5,0,1,0,0,2,6,1,0,2,5,0,2,0,3,0,3,1,1,0,2,0,1,2,4,0,0,0,7,0,7,1,0,6,5,0,8,5,1,0,0,2,1,2,4,0,1,3,0,0,2,5,0,0,6,1,0,0,0,0,0,2,2,1,6,7,3,0,0,2,0,0,4,0,0,0,0,5,0,7,0,0,1,0,2,0,2,7,176,1.892473118,5.466573165,
faire des pirouettes,1,2,4,3,0,4,3,6,5,0,0,1,3,3,6,0,0,0,1,0,1,7,5,1,0,0,3,0,2,1,6,0,0,7,0,0,1,3,0,3,0,6,1,2,7,1,3,3,1,3,0,0,0,3,1,0,0,0,0,0,5,0,2,3,2,0,1,3,2,1,0,8,1,0,0,0,0,4,7,6,0,0,3,2,0,0,1,3,1,0,1,1,6,176,1.892473118,4.857877513,
resserrer,6,4,0,1,4,4,0,1,6,0,2,4,0,7,2,0,0,1,0,5,0,6,1,4,0,2,1,1,4,0,0,3,7,0,1,5,2,4,5,0,3,5,0,6,4,0,3,2,0,4,0,0,0,0,3,1,0,0,2,3,0,0,3,3,0,0,1,6,2,2,2,5,0,0,0,0,0,5,5,0,0,0,2,1,0,1,0,0,1,3,0,5,0,176,1.892473118,4.488312295,
bousculer,3,3,2,2,4,0,0,2,3,0,1,1,0,5,1,2,0,1,0,4,0,4,2,5,4,2,1,1,5,1,0,5,1,5,0,7,1,2,1,0,0,2,1,6,0,0,6,1,0,0,0,0,0,0,5,5,2,0,4,6,1,1,1,3,7,2,0,7,1,5,1,1,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,2,0,5,7,177,1.903225806,4.76227209,
compulsif,0,5,0,2,4,4,0,4,1,0,3,7,3,7,0,2,4,0,0,4,2,4,1,5,5,3,0,3,4,6,0,0,2,0,0,7,4,1,1,0,3,1,0,8,3,0,4,2,5,0,2,1,0,1,0,1,1,0,2,3,0,0,1,0,0,0,1,4,4,3,4,4,0,0,0,0,0,1,1,0,7,0,1,0,0,0,0,4,1,2,0,4,0,177,1.903225806,4.544880785,
gradins,1,0,4,1,0,7,5,0,4,0,1,1,1,4,4,0,1,0,0,5,7,0,3,1,0,0,2,6,4,0,7,0,0,5,8,0,1,3,1,3,0,4,3,2,0,0,0,0,2,8,0,0,0,0,1,4,0,0,0,1,3,0,3,0,2,0,1,2,6,5,0,2,0,0,5,0,0,3,0,6,0,0,4,0,4,0,0,0,0,5,0,3,8,177,1.903225806,5.566619916,
difficulté à avancer,1,0,4,0,0,2,0,4,1,0,1,4,2,6,0,0,1,0,2,0,4,0,3,1,0,1,5,4,4,2,1,0,2,0,2,0,3,3,2,8,0,1,5,4,1,2,0,1,3,0,0,0,2,2,2,7,5,0,0,1,2,0,1,4,5,6,1,3,1,4,3,0,0,0,1,0,0,4,3,5,2,2,4,0,2,6,0,6,0,3,0,1,0,178,1.913978495,3.970780739,
invasif,1,3,0,2,3,1,0,5,1,0,1,4,1,6,0,5,3,2,0,0,0,4,4,2,0,1,5,1,3,0,0,0,7,0,2,3,2,1,4,0,3,7,0,0,4,0,0,1,4,0,0,0,4,5,0,1,6,0,1,5,3,0,2,0,1,0,2,5,6,5,0,0,6,0,0,2,0,4,1,0,0,0,4,0,0,0,2,5,4,1,0,7,0,178,1.913978495,4.601215521,
attraper,1,5,0,3,6,6,0,3,2,4,4,3,2,4,2,0,0,1,0,5,0,4,7,5,0,5,7,1,3,2,0,5,0,1,0,0,3,4,5,2,1,4,4,5,4,0,3,1,1,1,0,0,0,0,0,1,1,0,4,6,0,3,1,0,1,0,1,4,1,6,8,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,5,0,3,0,179,1.924731183,4.722533894,
fleur,3,4,5,2,0,6,6,0,1,0,0,1,1,5,0,1,6,3,3,0,4,0,2,1,0,1,3,0,1,1,1,0,1,0,0,3,5,6,2,1,1,4,3,3,7,3,3,5,3,1,0,0,2,0,2,0,2,4,0,0,4,0,4,0,0,1,3,0,6,4,1,7,0,0,6,1,3,3,0,0,0,0,3,2,0,0,0,1,1,6,1,1,0,180,1.935483871,4.213183731,
s'apprêter à se battre,1,3,0,2,5,3,0,1,7,0,1,7,1,2,0,1,5,1,0,1,0,1,3,3,0,4,0,2,1,0,0,0,4,6,0,7,4,7,0,0,1,7,0,6,6,0,0,5,2,0,2,0,0,0,0,1,4,0,0,8,0,0,2,0,6,0,0,3,2,3,6,1,0,7,0,0,0,2,1,3,2,0,3,0,0,1,0,7,0,4,0,2,0,180,1.935483871,5.647966339,
éruption d'un volcan,2,3,2,0,2,5,6,0,1,0,0,0,2,7,0,0,1,0,0,0,3,0,2,1,0,0,3,6,3,3,0,0,0,7,8,5,8,1,3,0,4,1,0,6,0,3,0,2,1,4,0,5,1,0,1,0,5,0,0,0,7,0,0,7,3,3,0,8,3,3,0,7,0,0,0,0,0,0,0,3,0,2,2,1,0,0,0,3,0,8,0,4,0,181,1.946236559,6.116643291,
pirouette,1,3,4,4,0,5,2,6,4,0,0,0,5,3,6,0,1,0,0,0,3,6,5,1,0,1,5,0,1,1,6,0,0,5,0,0,1,3,1,1,0,6,0,4,8,0,3,3,1,7,0,0,0,4,1,0,0,0,0,0,5,0,4,1,1,3,0,4,2,3,0,4,1,0,0,0,0,1,6,5,0,0,3,1,0,0,2,1,2,2,1,1,8,182,1.956989247,4.998129967,
brouillard,2,3,0,2,5,1,1,1,0,0,4,6,4,7,2,1,0,1,4,4,0,3,1,5,0,4,2,5,0,1,0,0,2,1,2,5,3,5,4,0,5,4,1,6,3,0,2,1,3,1,0,0,2,0,0,7,2,0,4,6,2,1,1,1,4,0,2,4,1,5,1,2,0,0,1,0,1,4,0,0,3,0,0,4,0,0,0,4,1,0,0,2,1,183,1.967741935,3.857643759,
s'ancrer,2,4,2,1,0,3,2,0,3,0,2,1,1,6,0,0,0,2,0,0,3,0,4,1,2,4,6,3,3,7,1,0,3,0,0,0,1,2,5,0,0,6,0,3,0,0,0,1,7,0,0,0,0,2,3,7,2,0,0,5,6,0,0,6,2,1,2,3,4,4,0,8,0,0,0,0,0,1,0,5,0,5,5,0,6,0,0,2,1,1,1,2,8,183,1.967741935,5.227208976,
tonnerre,4,2,0,2,3,0,0,1,0,0,2,2,0,4,2,3,0,1,8,2,0,3,1,4,0,1,1,1,4,3,0,0,5,7,3,7,8,3,1,0,0,0,1,5,6,0,3,7,3,0,0,0,1,0,1,4,5,0,0,6,0,0,1,0,3,0,5,6,3,2,2,0,0,3,5,0,0,4,0,0,0,0,5,4,2,0,1,4,1,1,0,1,0,183,1.967741935,4.90112202,
circuler,2,3,1,3,4,0,3,7,6,0,3,3,1,5,5,4,0,1,0,2,0,1,4,1,0,3,2,4,2,1,0,0,6,0,0,0,4,1,0,0,1,7,2,5,5,0,5,1,1,2,0,0,3,2,5,3,5,0,1,5,0,0,1,0,0,0,1,6,2,5,0,1,8,3,0,0,0,0,1,0,5,0,4,0,4,0,0,3,0,5,0,0,0,184,1.978494624,4.673445535,
dodeliner,2,0,3,1,1,4,5,0,1,0,4,1,7,5,0,0,1,5,0,0,1,0,7,1,0,4,5,2,1,4,0,0,0,8,0,0,2,2,7,1,0,6,5,6,4,0,0,2,0,1,1,0,0,0,1,2,0,0,0,0,4,4,5,7,0,0,3,3,1,4,1,7,2,0,1,3,0,0,0,6,0,0,4,0,2,0,2,3,0,6,0,3,0,184,1.978494624,5.303880318,
gravitation,5,3,1,0,5,1,0,1,0,0,2,6,0,1,1,3,0,4,0,3,0,5,2,4,3,4,5,3,0,1,1,0,4,8,2,0,3,0,8,5,0,5,2,6,2,0,2,2,2,1,0,0,1,0,2,5,3,3,0,5,0,0,0,0,4,0,3,6,2,5,4,1,0,0,2,0,0,3,6,0,0,2,5,0,2,0,1,0,0,1,0,2,0,184,1.978494624,4.477793361,
grimace,3,4,3,3,0,7,4,2,5,0,2,1,1,2,0,0,4,2,0,1,4,0,5,1,1,2,2,4,2,0,0,0,2,4,8,1,1,1,4,1,3,1,0,4,2,2,2,6,2,4,1,0,0,3,1,6,3,0,1,2,3,1,2,2,1,5,0,4,5,4,0,5,2,0,0,0,3,1,0,0,0,1,4,0,2,4,1,0,0,0,0,0,4,184,1.978494624,3.564749883,
estomac,2,2,3,0,0,5,0,3,1,0,3,2,1,4,0,2,4,3,2,0,3,0,5,1,0,1,5,3,4,6,1,0,4,0,0,0,8,5,3,0,3,0,0,2,1,0,0,7,5,3,0,0,2,0,1,1,2,0,0,3,4,0,1,8,3,0,1,5,8,3,0,7,0,0,1,0,0,1,0,4,4,2,1,0,5,0,0,5,0,1,1,4,0,185,1.989247312,4.836839645,
exode,5,2,2,0,0,5,0,6,1,0,5,1,8,2,0,1,2,0,0,4,5,0,4,3,0,2,4,1,1,1,0,0,0,0,5,0,8,1,6,2,0,7,1,4,5,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,2,0,0,8,0,0,2,5,1,4,4,7,0,0,1,8,6,0,6,5,0,4,5,0,0,0,0,4,0,2,0,1,0,185,1.989247312,5.989013558,
hésitation,6,4,0,3,5,1,5,1,6,0,4,5,0,6,2,0,0,3,0,3,0,2,1,5,0,2,6,4,2,2,0,7,2,5,0,0,2,4,6,1,5,4,5,0,4,0,2,2,2,1,0,0,0,3,1,3,2,0,5,5,1,0,1,0,0,0,1,3,1,4,0,1,0,0,2,0,0,2,4,0,5,0,1,1,0,0,0,3,0,1,5,0,0,185,1.989247312,4.271622253,
contorsion des mains,3,0,5,0,0,5,7,0,6,0,2,1,2,6,1,4,0,1,2,1,2,0,4,2,0,4,5,4,2,5,1,0,4,0,0,2,1,2,3,0,1,0,4,7,0,3,0,7,1,5,0,0,0,1,1,1,0,0,0,2,5,1,3,3,1,2,1,6,1,5,0,6,1,0,0,0,0,1,0,2,2,0,5,0,0,0,1,4,0,6,0,2,8,186,2,4.847826087,
désert,1,1,4,3,0,5,6,0,2,0,0,2,4,0,0,1,4,1,1,0,5,0,1,2,0,6,4,7,4,1,1,0,2,0,0,2,5,3,4,6,5,4,2,6,4,2,0,1,2,1,0,1,1,0,2,5,5,0,0,2,5,1,1,1,3,0,3,6,5,5,0,1,0,0,5,0,4,1,0,0,0,0,3,2,0,4,0,2,0,1,0,2,0,186,2,4.152173913,
insistance,1,2,3,0,0,7,0,0,3,0,6,2,1,4,0,0,5,1,3,0,3,0,5,1,0,0,1,7,1,3,4,0,7,5,0,3,5,2,2,4,0,6,4,5,2,1,0,7,0,3,0,3,0,0,2,0,5,0,0,2,5,0,1,4,0,6,0,5,1,4,0,0,0,0,0,2,0,0,0,1,4,3,4,0,0,0,0,4,0,7,0,4,0,186,2,5.043478261,
pieds nus sur un pré,5,2,3,4,0,4,8,0,6,0,0,1,4,6,0,5,5,4,2,0,2,0,3,1,0,1,7,0,2,1,6,0,0,0,2,3,1,1,0,4,5,4,2,8,7,6,0,0,6,0,0,0,0,0,3,0,1,0,0,4,5,1,3,1,1,0,3,4,6,3,0,8,0,0,2,0,0,1,0,1,0,0,4,0,1,0,0,2,0,1,0,0,0,186,2,5.565217391,
précipitation,0,2,3,2,0,3,3,0,2,0,2,1,4,5,0,5,2,3,1,0,4,0,3,1,4,4,3,3,0,3,5,0,0,5,5,1,6,1,4,2,0,6,1,5,4,4,0,4,1,2,0,0,5,2,1,3,4,0,0,0,5,1,0,0,0,4,1,5,4,1,0,0,0,0,0,0,0,3,0,5,5,0,2,0,1,0,0,0,0,5,0,2,8,186,2,4.152173913,
rigueur,2,2,0,4,5,2,1,1,3,0,4,2,0,2,7,3,4,1,0,5,3,5,3,5,4,1,1,4,6,4,0,0,0,6,0,5,2,2,0,0,2,0,1,1,2,0,4,8,1,1,0,4,3,0,0,1,3,0,3,5,0,3,0,0,0,0,2,5,6,6,1,1,5,0,0,0,0,1,0,0,0,2,2,4,1,0,1,0,0,0,0,1,8,187,2.010752688,4.61944834,
